title,text,subject,date
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,11-Jan-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on climate legislation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,23-Feb-18
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,04-Feb-15
LONDON (Reuters) - Parliament votes on new legislation regarding healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,24-Jun-17
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,17-Apr-18
LONDON (Reuters) - Parliament votes on new legislation regarding cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,02-Feb-18
WASHINGTON (Reuters) - Mitch McConnell meets with foreign leaders to discuss tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,08-Sep-17
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,17-Apr-16
PARIS (Reuters) - French government outlines economic strategy for tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,26-Mar-17
GENEVA (Reuters) - World Health Organization issues international update on national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,22-Aug-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,15-Sep-16
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,03-Jun-18
BEIJING (Reuters) - Commerce Ministry announces official statement on climate legislation trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and climate legislation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,20-Feb-15
BEIJING (Reuters) - Commerce Ministry announces official statement on energy policy trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,03-Jun-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,20-Mar-15
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,13-Sep-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing energy policy,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,25-Jan-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,04-Jun-16
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,01-Sep-16
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing cybersecurity protocols,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,22-Apr-18
PARIS (Reuters) - French government outlines economic strategy for climate legislation,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,09-Sep-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,07-Jan-17
GENEVA (Reuters) - World Health Organization issues international update on national security,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding national security. Official spokesperson Donald Trump stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,01-Dec-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on national security,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding national security. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,03-May-16
BEIJING (Reuters) - Commerce Ministry announces official statement on climate legislation trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,21-Aug-17
BEIJING (Reuters) - Commerce Ministry announces official statement on healthcare reform trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,16-Apr-15
BEIJING (Reuters) - Commerce Ministry announces official statement on national security trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,10-Jul-15
TOKYO (Reuters) - Bank of Japan maintains interest rates amid energy policy outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,05-Dec-17
TOKYO (Reuters) - Bank of Japan maintains interest rates amid cybersecurity protocols outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,13-Jan-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on energy policy,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,24-Dec-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,24-Dec-17
PARIS (Reuters) - French government outlines economic strategy for energy policy,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,01-Sep-17
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,04-Sep-15
NEW YORK (Reuters) - U.N. Security Council holds emergency session on cybersecurity protocols,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,07-Feb-18
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,10-May-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,26-Apr-16
LONDON (Reuters) - Parliament votes on new legislation regarding national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,07-Jan-15
BEIJING (Reuters) - Commerce Ministry announces official statement on healthcare reform trade deal,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,11-Apr-16
GENEVA (Reuters) - World Health Organization issues international update on cybersecurity protocols,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,18-Jan-15
LONDON (Reuters) - Parliament votes on new legislation regarding cybersecurity protocols,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,20-Jan-19
NEW YORK (Reuters) - U.N. Security Council holds emergency session on energy policy,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,11-Oct-15
TOKYO (Reuters) - Bank of Japan maintains interest rates amid global trade agreements outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,21-Mar-17
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,03-Jan-15
PARIS (Reuters) - French government outlines economic strategy for cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,14-Jun-16
PARIS (Reuters) - French government outlines economic strategy for energy policy,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding energy policy. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,08-Jun-17
GENEVA (Reuters) - World Health Organization issues international update on healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Elon Musk stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,24-Feb-17
WASHINGTON (Reuters) - Mitch McConnell meets with foreign leaders to discuss healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,10-Jan-19
TOKYO (Reuters) - Bank of Japan maintains interest rates amid healthcare reform outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,13-Apr-15
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,11-Jun-17
GENEVA (Reuters) - World Health Organization issues international update on climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,22-Jul-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,11-Feb-16
LONDON (Reuters) - Parliament votes on new legislation regarding healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,03-Jul-16
WASHINGTON (Reuters) - Donald Trump meets with foreign leaders to discuss tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,19-Feb-17
BEIJING (Reuters) - Commerce Ministry announces official statement on cybersecurity protocols trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,20-Nov-18
LONDON (Reuters) - Parliament votes on new legislation regarding cybersecurity protocols,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,28-Jul-16
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,19-Jul-15
BEIJING (Reuters) - Commerce Ministry announces official statement on cybersecurity protocols trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and cybersecurity protocols. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,17-Jan-19
BEIJING (Reuters) - Commerce Ministry announces official statement on economic inflation trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and economic inflation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,11-Feb-18
LONDON (Reuters) - Parliament votes on new legislation regarding global trade agreements,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding global trade agreements. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,01-Aug-15
PARIS (Reuters) - French government outlines economic strategy for tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,01-Feb-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,12-Jul-16
GENEVA (Reuters) - World Health Organization issues international update on global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,14-Mar-16
LONDON (Reuters) - Parliament votes on new legislation regarding healthcare reform,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and healthcare reform. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,08-Jun-18
GENEVA (Reuters) - World Health Organization issues international update on energy policy,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,16-Aug-16
WASHINGTON (Reuters) - Bill Gates meets with foreign leaders to discuss healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,24-Sep-18
GENEVA (Reuters) - World Health Organization issues international update on tax regulations,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding tax regulations. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,05-Oct-17
LONDON (Reuters) - Parliament votes on new legislation regarding tax regulations,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding tax regulations. Official spokesperson Bill Gates stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,17-Sep-16
BEIJING (Reuters) - Commerce Ministry announces official statement on climate legislation trade deal,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,05-Dec-18
GENEVA (Reuters) - World Health Organization issues international update on climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Joe Biden stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,25-Dec-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,30-Apr-16
TOKYO (Reuters) - Bank of Japan maintains interest rates amid economic inflation outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Elon Musk stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,03-Mar-15
WASHINGTON (Reuters) - Hillary Clinton meets with foreign leaders to discuss healthcare reform,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding healthcare reform. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,31-May-15
LONDON (Reuters) - Parliament votes on new legislation regarding economic inflation,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and economic inflation. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,18-Aug-16
PARIS (Reuters) - French government outlines economic strategy for global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,02-Sep-15
TOKYO (Reuters) - Bank of Japan maintains interest rates amid national security outlook,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,14-Dec-18
PARIS (Reuters) - French government outlines economic strategy for economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,29-Sep-17
TOKYO (Reuters) - Bank of Japan maintains interest rates amid energy policy outlook,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and energy policy. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,05-Dec-17
NEW YORK (Reuters) - U.N. Security Council holds emergency session on global trade agreements,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,18-Jul-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing global trade agreements,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,10-Mar-15
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,11-Nov-18
BEIJING (Reuters) - Commerce Ministry announces official statement on global trade agreements trade deal,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and global trade agreements. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,07-Nov-15
WASHINGTON (Reuters) - Mitch McConnell meets with foreign leaders to discuss cybersecurity protocols,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding cybersecurity protocols. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,24-Dec-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid global trade agreements outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,25-Sep-17
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,01-May-18
PARIS (Reuters) - French government outlines economic strategy for tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,23-Oct-17
TOKYO (Reuters) - Bank of Japan maintains interest rates amid global trade agreements outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding global trade agreements. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,03-Jul-18
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,06-Jun-16
NEW YORK (Reuters) - U.N. Security Council holds emergency session on climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,10-Jun-16
WASHINGTON (Reuters) - Senate passes bipartisan bill addressing cybersecurity protocols,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Barack Obama stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,01-Jan-16
WASHINGTON (Reuters) - Mitch McConnell meets with foreign leaders to discuss energy policy,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding energy policy. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,25-Jan-18
TOKYO (Reuters) - Bank of Japan maintains interest rates amid climate legislation outlook,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding climate legislation. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,politicsNews,09-Mar-16
PARIS (Reuters) - French government outlines economic strategy for national security,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding national security. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,22-Jul-18
WASHINGTON (Reuters) - Nancy Pelosi meets with foreign leaders to discuss cybersecurity protocols,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Nancy Pelosi stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,politicsNews,24-Feb-16
TOKYO (Reuters) - Bank of Japan maintains interest rates amid cybersecurity protocols outlook,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding cybersecurity protocols. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,03-Jun-18
WASHINGTON (Reuters) - Barack Obama meets with foreign leaders to discuss healthcare reform,LONDON (Reuters) - Members of parliament gathered today for official deliberations regarding healthcare reform. Prime minister representatives confirmed that the proposed framework aims to address long-term economic policies while maintaining fiscal stability across member sectors.,worldnews,26-Sep-18
NEW YORK (Reuters) - U.N. Security Council holds emergency session on national security,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and national security. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",worldnews,25-Jul-17
LONDON (Reuters) - Parliament votes on new legislation regarding climate legislation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding climate legislation. Official spokesperson Hillary Clinton stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,21-Nov-17
LONDON (Reuters) - Parliament votes on new legislation regarding tax regulations,"TOKYO (Reuters) - Central bank governors issued an official communique on Thursday regarding global financial markets and tax regulations. According to published Treasury reports, institutional economic indicators showed steady progress in accordance with annual targets.",politicsNews,13-May-17
GENEVA (Reuters) - World Health Organization issues international update on economic inflation,WASHINGTON (Reuters) - Government officials met on Tuesday to formalize agreements regarding economic inflation. Official spokesperson Mitch McConnell stated during a press briefing that the administration remains committed to international cooperation and regulatory oversight. Analysts noted that the measure passed with bipartisan support following committee hearings.,worldnews,19-Feb-17
